"sub","defaced","rater","ratings"
466,"original","rater07","excellent"
466,"defaced","rater07","excellent"
467,"original","rater07","poor"
467,"defaced","rater07","poor"
468,"original","rater07","excellent"
468,"defaced","rater07","excellent"
469,"original","rater07","excluded"
469,"defaced","rater07","excluded"
470,"original","rater07","poor"
470,"defaced","rater07","poor"
471,"original","rater07","poor"
471,"defaced","rater07","poor"
472,"original","rater07","excellent"
472,"defaced","rater07","excellent"
473,"original","rater07","poor"
473,"defaced","rater07","good"
474,"original","rater07","excluded"
474,"defaced","rater07","poor"
475,"original","rater07","excellent"
475,"defaced","rater07","excellent"
476,"original","rater07","excluded"
476,"defaced","rater07","excluded"
477,"original","rater07","excluded"
477,"defaced","rater07","poor"
478,"original","rater07","excluded"
478,"defaced","rater07","excluded"
479,"original","rater07","excellent"
479,"defaced","rater07","excellent"
480,"original","rater07","good"
480,"defaced","rater07","good"
481,"original","rater07","good"
481,"defaced","rater07","excellent"
482,"original","rater07","good"
482,"defaced","rater07","good"
483,"original","rater07","good"
483,"defaced","rater07","good"
484,"original","rater07","excluded"
484,"defaced","rater07","poor"
485,"original","rater07","excellent"
485,"defaced","rater07","excellent"
486,"original","rater07","excluded"
486,"defaced","rater07","poor"
487,"original","rater07","poor"
487,"defaced","rater07","good"
488,"original","rater07","excellent"
488,"defaced","rater07","excellent"
489,"original","rater07","poor"
489,"defaced","rater07","poor"
490,"original","rater07","excellent"
490,"defaced","rater07","excellent"
491,"original","rater07","excellent"
491,"defaced","rater07","excellent"
492,"original","rater07","poor"
492,"defaced","rater07","poor"
493,"original","rater07","poor"
493,"defaced","rater07","good"
494,"original","rater07","poor"
494,"defaced","rater07","poor"
495,"original","rater07","excellent"
495,"defaced","rater07","excellent"
496,"original","rater07","poor"
496,"defaced","rater07","poor"
497,"original","rater07","excluded"
497,"defaced","rater07","poor"
498,"original","rater07","good"
498,"defaced","rater07","good"
499,"original","rater07","poor"
499,"defaced","rater07","poor"
500,"original","rater07","excellent"
500,"defaced","rater07","excellent"
501,"original","rater07","poor"
501,"defaced","rater07","poor"
502,"original","rater07","excluded"
502,"defaced","rater07","excluded"
503,"original","rater07","poor"
503,"defaced","rater07","good"
504,"original","rater07","excellent"
504,"defaced","rater07","excellent"
505,"original","rater07","excellent"
505,"defaced","rater07","excellent"
506,"original","rater07","excluded"
506,"defaced","rater07","excluded"
507,"original","rater07","good"
507,"defaced","rater07","excellent"
508,"original","rater07","good"
508,"defaced","rater07","good"
509,"original","rater07","poor"
509,"defaced","rater07","poor"
510,"original","rater07","excluded"
510,"defaced","rater07","excluded"
511,"original","rater07","excluded"
511,"defaced","rater07","excluded"
512,"original","rater07","excluded"
512,"defaced","rater07","excluded"
513,"original","rater07","good"
513,"defaced","rater07","good"
514,"original","rater07","excellent"
514,"defaced","rater07","excellent"
515,"original","rater07","good"
515,"defaced","rater07","excellent"
516,"original","rater07","excluded"
516,"defaced","rater07","poor"
517,"original","rater07","good"
517,"defaced","rater07","good"
518,"original","rater07","good"
518,"defaced","rater07","good"
519,"original","rater07","poor"
519,"defaced","rater07","good"
520,"original","rater07","poor"
520,"defaced","rater07","good"
521,"original","rater07","excluded"
521,"defaced","rater07","excluded"
522,"original","rater07","poor"
522,"defaced","rater07","good"
523,"original","rater07","poor"
523,"defaced","rater07","good"
524,"original","rater07","poor"
524,"defaced","rater07","poor"
525,"original","rater07","good"
525,"defaced","rater07","good"
526,"original","rater07","good"
526,"defaced","rater07","excellent"
527,"original","rater07","good"
527,"defaced","rater07","excellent"
528,"original","rater07","excluded"
528,"defaced","rater07","excluded"
529,"original","rater07","good"
529,"defaced","rater07","good"
530,"original","rater07","excellent"
530,"defaced","rater07","excellent"
531,"original","rater07","excluded"
531,"defaced","rater07","excluded"
532,"original","rater07","poor"
532,"defaced","rater07","poor"
533,"original","rater07","good"
533,"defaced","rater07","good"
534,"original","rater07","excellent"
534,"defaced","rater07","excellent"
535,"original","rater07","excluded"
535,"defaced","rater07","poor"
536,"original","rater07","poor"
536,"defaced","rater07","good"
537,"original","rater07","excluded"
537,"defaced","rater07","excluded"
538,"original","rater07","excellent"
538,"defaced","rater07","excellent"
539,"original","rater07","good"
539,"defaced","rater07","excellent"
540,"original","rater07","excellent"
540,"defaced","rater07","excellent"
541,"original","rater07","poor"
541,"defaced","rater07","poor"
542,"original","rater07","good"
542,"defaced","rater07","good"
543,"original","rater07","poor"
543,"defaced","rater07","poor"
544,"original","rater07","good"
544,"defaced","rater07","good"
545,"original","rater07","poor"
545,"defaced","rater07","good"
546,"original","rater07","poor"
546,"defaced","rater07","good"
547,"original","rater07","good"
547,"defaced","rater07","excellent"
548,"original","rater07","excluded"
548,"defaced","rater07","poor"
549,"original","rater07","good"
549,"defaced","rater07","excellent"
550,"original","rater07","poor"
550,"defaced","rater07","good"
551,"original","rater07","poor"
551,"defaced","rater07","good"
552,"original","rater07","poor"
552,"defaced","rater07","good"
553,"original","rater07","excluded"
553,"defaced","rater07","excluded"
554,"original","rater07","excluded"
554,"defaced","rater07","poor"
555,"original","rater07","good"
555,"defaced","rater07","excellent"
556,"original","rater07","excellent"
556,"defaced","rater07","excellent"
557,"original","rater07","excluded"
557,"defaced","rater07","poor"
558,"original","rater07","excluded"
558,"defaced","rater07","poor"
559,"original","rater07","excluded"
559,"defaced","rater07","excluded"
560,"original","rater07","poor"
560,"defaced","rater07","poor"
561,"original","rater07","good"
561,"defaced","rater07","good"
562,"original","rater07","excellent"
562,"defaced","rater07","excellent"
563,"original","rater07","excluded"
563,"defaced","rater07","poor"
564,"original","rater07","excluded"
564,"defaced","rater07","excluded"
565,"original","rater07","excluded"
565,"defaced","rater07","excluded"
566,"original","rater07","excluded"
566,"defaced","rater07","excluded"
567,"original","rater07","excluded"
567,"defaced","rater07","poor"
568,"original","rater07","excellent"
568,"defaced","rater07","excellent"
569,"original","rater07","excellent"
569,"defaced","rater07","excellent"
570,"original","rater07","excellent"
570,"defaced","rater07","excellent"
571,"original","rater07","excellent"
571,"defaced","rater07","excellent"
572,"original","rater07","poor"
572,"defaced","rater07","poor"
573,"original","rater07","excellent"
573,"defaced","rater07","excellent"
574,"original","rater07","excellent"
574,"defaced","rater07","excellent"
575,"original","rater07","poor"
575,"defaced","rater07","poor"
576,"original","rater07","excellent"
576,"defaced","rater07","excellent"
577,"original","rater07","good"
577,"defaced","rater07","excellent"
578,"original","rater07","poor"
578,"defaced","rater07","good"
579,"original","rater07","poor"
579,"defaced","rater07","good"
580,"original","rater07","excellent"
580,"defaced","rater07","excellent"
1,"original","rater08","excluded"
1,"defaced","rater08","excluded"
2,"original","rater08","excellent"
2,"defaced","rater08","excellent"
3,"original","rater08","poor"
3,"defaced","rater08","poor"
4,"original","rater08","excluded"
4,"defaced","rater08","excluded"
5,"original","rater08","poor"
5,"defaced","rater08","good"
6,"original","rater08","poor"
6,"defaced","rater08","poor"
7,"original","rater08","good"
7,"defaced","rater08","good"
8,"original","rater08","good"
8,"defaced","rater08","excellent"
9,"original","rater08","poor"
9,"defaced","rater08","poor"
10,"original","rater08","poor"
10,"defaced","rater08","poor"
11,"original","rater08","excluded"
11,"defaced","rater08","poor"
12,"original","rater08","good"
12,"defaced","rater08","excellent"
13,"original","rater08","excluded"
13,"defaced","rater08","poor"
14,"original","rater08","excluded"
14,"defaced","rater08","poor"
15,"original","rater08","good"
15,"defaced","rater08","excellent"
16,"original","rater08","excluded"
16,"defaced","rater08","poor"
17,"original","rater08","poor"
17,"defaced","rater08","poor"
18,"original","rater08","poor"
18,"defaced","rater08","poor"
19,"original","rater08","good"
19,"defaced","rater08","excellent"
20,"original","rater08","excellent"
20,"defaced","rater08","excellent"
21,"original","rater08","excellent"
21,"defaced","rater08","excellent"
22,"original","rater08","poor"
22,"defaced","rater08","poor"
23,"original","rater08","excluded"
23,"defaced","rater08","excluded"
24,"original","rater08","excellent"
24,"defaced","rater08","excellent"
25,"original","rater08","excluded"
25,"defaced","rater08","poor"
26,"original","rater08","excluded"
26,"defaced","rater08","poor"
27,"original","rater08","good"
27,"defaced","rater08","excellent"
28,"original","rater08","good"
28,"defaced","rater08","good"
29,"original","rater08","good"
29,"defaced","rater08","excellent"
30,"original","rater08","excluded"
30,"defaced","rater08","excluded"
31,"original","rater08","poor"
31,"defaced","rater08","poor"
32,"original","rater08","excellent"
32,"defaced","rater08","excellent"
33,"original","rater08","good"
33,"defaced","rater08","good"
34,"original","rater08","excellent"
34,"defaced","rater08","excellent"
35,"original","rater08","poor"
35,"defaced","rater08","good"
36,"original","rater08","excluded"
36,"defaced","rater08","excluded"
37,"original","rater08","poor"
37,"defaced","rater08","poor"
38,"original","rater08","poor"
38,"defaced","rater08","good"
39,"original","rater08","good"
39,"defaced","rater08","good"
40,"original","rater08","poor"
40,"defaced","rater08","good"
41,"original","rater08","poor"
41,"defaced","rater08","good"
42,"original","rater08","excellent"
42,"defaced","rater08","excellent"
43,"original","rater08","good"
43,"defaced","rater08","good"
44,"original","rater08","excellent"
44,"defaced","rater08","excellent"
45,"original","rater08","excellent"
45,"defaced","rater08","excellent"
46,"original","rater08","excellent"
46,"defaced","rater08","excellent"
47,"original","rater08","excellent"
47,"defaced","rater08","excellent"
48,"original","rater08","poor"
48,"defaced","rater08","poor"
49,"original","rater08","excellent"
49,"defaced","rater08","excellent"
50,"original","rater08","poor"
50,"defaced","rater08","poor"
51,"original","rater08","poor"
51,"defaced","rater08","poor"
52,"original","rater08","excellent"
52,"defaced","rater08","excellent"
53,"original","rater08","poor"
53,"defaced","rater08","poor"
54,"original","rater08","good"
54,"defaced","rater08","excellent"
55,"original","rater08","excluded"
55,"defaced","rater08","poor"
56,"original","rater08","excluded"
56,"defaced","rater08","excluded"
57,"original","rater08","excluded"
57,"defaced","rater08","poor"
58,"original","rater08","excluded"
58,"defaced","rater08","excluded"
59,"original","rater08","excluded"
59,"defaced","rater08","excluded"
60,"original","rater08","poor"
60,"defaced","rater08","poor"
61,"original","rater08","excellent"
61,"defaced","rater08","excellent"
62,"original","rater08","good"
62,"defaced","rater08","excellent"
63,"original","rater08","excluded"
63,"defaced","rater08","excluded"
64,"original","rater08","excellent"
64,"defaced","rater08","excellent"
65,"original","rater08","poor"
65,"defaced","rater08","good"
66,"original","rater08","excluded"
66,"defaced","rater08","poor"
